business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,bucket
4JzzbSbK9wmlOBJZWYfuCg,2011-11-17,a0lCu-j2Sk_kHQsZi_eNgw,4,"They've gotten better and better for me in the time since this review was written. 

My last contact with them was a few days ago when I was having trouble redeeming some Groupons on their website. I called customer service and after waiting a few minutes I spoke with a rep who cheerfully booked four separate flights for me, patiently and manually entering my Groupon info for each one.

I think the acquisition by Republic has helped them overall. After Republic took over the in-flight cookies started. It still tends to suck if you aren't Ascent club (like just about any budget-centric airline does), but once you get there it's a good value. When I've had to fly Southwest or USAir I've been disappointed in comparison.",review,nDBly08j5URmrHQ2JCbyiw,1,1,1,19
qyNtVViurIcChc35mfYIEw,2008-07-09,1fRGR6XTTElRBZW_oDrpUA,4,"Decor  functional 
Staff friendly and are really kind to our toddler
food rocks  within my  limited range of  red and yellow curries ( so much so they suggested I try something else, hey it's not my fault these are so good that I didn't want to risk anything lesser. 

Prices are a bargain for entrees,  spice is there, they really get the request to make it very very hot.   This is probably the best bargain  in North Phoenix for  spice hounds",review,N3L6SDymSRkYQtTiSDmXSg,1,1,0,19
E6DnUFy3GoN4DxTqturtug,2010-09-28,nzSOTOZiAb1ITqbRgWKnnQ,5,"This restaurant is incredible, and has the best pasta carbonara and the best tiramisu I've had in my life. All the food is wonderful, though. The calamari is not fried. The bread served with dinner comes right out of the oven, and the tomatoes are the freshest I've tasted outside of my mom's own garden. This is great attention to detail.

I can no longer eat at any other Italian restaurant without feeling slighted. This is the first place I want take out-of-town visitors I'm looking to impress.

The owner, Jon, is helpful, friendly, and really cares about providing a positive dining experience. He's spot on with his wine recommendations, and he organizes wine tasting events which you can find out about by joining the mailing list or Facebook page.",review,U3uT-Phb8iL2iuZpAROZlg,0,0,0,19
FkHhy6kWeoJf0xJTqzRWmg,2012-09-17,odua8qFSMEXSFYmElQTspQ,1,"This is my first year participating in Arizona to sell clothing, just wandering how busy its goona be in there ??? little worried, can any one reply me ??",review,68exKLCQnnZrvXNFOcIUnA,0,0,0,19
bc-lE-wGVAsUrX-kJhtY-Q,2011-03-06,j-jMQdELr6AFkCcEHxB7ww,5,"After the Padres Spring Training game, we had reservations at Don & Charlie's in Scottsdale .  None of us had been here before and it came highly recommended by my dad.  As soon as you walk into Don and Charlie's your eyes start feasting on all the signed baseballs down the left wall.  Now everywhere you look from floor to ceiling and even the ceiling itself is covered in memorabilia and autographed items from athletes of all sports and other celebrities.   Besides the amazing assortment of sports artifacts, I especially like the Cactus League Beer List which pairs a beer with each city that has a team in the Cactus League.  Colorado = Coors Light , Texas =Shiner Bock, Chicago =Old Style, and San Diego =Stone IPA, etc.  Also worth mentioning is the complimentary chopped liver platter with rye bread and bagel chips they bring as soon as you are seated.  I had the ribs with coconut shrimp combo which was great. I wasn't thrilled with the side dish: potato's au gratin which is a $2.50 upcharge.  They also bring a huge bowl of cole slaw with each entrée or you can choose soup which comes in a smaller bowl than the cole slaw!  We were too full for dessert and as we walked out, this place was packed!  I found myself trying to take in as much memorabilia as possible and then on one side of the crowded lobby there sat Willie Mays himself.  He was signing his book (or a baseball) for a $200 charitable donation to his foundation. Needless to say, I 'm not bringing home any memorabilia myself!",review,v10WwWFKPAK6aKjghrLj3g,0,0,0,19
CvRGjwCsrQs1DYYL3z8R7g,2008-02-27,xCEvHEszA3-CmFqtHacVQg,1,"Take your money elsewhere, unless you've got kids.  I really try to like this place.  A family member signed me up for the discount card, so I've been going more often, but I just don't love it.  It's simply ok, but the prices are outrageous.  And the sounds and animatronics are a huge distraction from the so-so food.  The cocktails are alright, but, again, the price is not right.  The ony thing fun about the place for an adult is the gift shop and the light-up cocktail glasses (which cost extra.)  I've seen a lot of happy families in here though, so I bet it's better if you have little ones to bring along.",review,jKeaOrPyJ-dI9SNeVqrbww,0,0,0,19
F1I_TEBT4Wpj0eDsoXKk3w,2012-12-10,BswsfdATKn9m2EiT-2_MZg,4,Very polite staff. Did not wait very long to be seen.,review,efZh8TKpCz5AJTcuAnBxRA,0,0,0,19
NN9dbEZF_c4YNgfWWAEVig,2009-06-10,a0YtahC0ZWer56OPruJA-A,2,"Been there, done that.  Fair sandwiches (better than Safeway, anyway).  Only 2 stars since I didn't know about the free soft serve, so didn't get to try that.

There's gotta be a good New York-style deli west of the 17 and north of Thunderbird.  Isn't there?  Doesn't have to be great.  Good would be wonderful.",review,ETIAM78kYT_xPM8b2iqi7g,1,1,1,19
Gq092IH6eZqhAXwtXcwc6A,2007-11-14,DDt-wItJxXlzsErG2XE2mQ,3,"Only had a chance to experience the Oscuro (amber lager) and the pizza (the Arizona vs. Boston) so far but it's enough to make me want to come back and try more.

Lots of flat screens. Should be a great place to spend a Sunday afternoon watching footbal in the fall.",review,bkPFUCENKOYFDit-eV2PSw,2,2,0,19
I4bSn5gXsHuSPu7L-d_8nQ,2012-12-04,EI3YXHKCwAIrEj18OVNg-g,5,"Fun, with caps if I did that sort of thing. The whole experience was great (you won't get any specifics, this review is 3 weeks after, I can't remember, sorry). Service was by that waitress who does everything perfectly. Explain food, wine, doesn't stay too long. Nice interesting big room decor. Looking forward to the next time.",review,k99cC9QpbUXlGRWwxEe93w,2,2,2,19
