business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,bucket
nMHhuYan8e3cONo3PornJA,2010-08-11,jJAIXA46pU1swYyRCdfXtQ,5,Nobuo shows his unique talents with everything on the menu. Carefully crafted features with much to drink. Start with the pork belly buns and a stout. Then go on until you can no longer.,review,sUNkXg8-KFtCMQDV6zRzQg,0,1,0,9
i213sY5rhkfCO8cD-FPr1A,2012-07-12,hre97jjSwon4bn1muHKOJg,4,"Always reliably good.  Great beer selection as well as fabulous ""bitch fizz"" (ciders, etc.) and cocktails.  Their pizza is outstanding AND they have a healthy menu.  I generally steer clear of chains but this is an exception.",review,kpbhy1zPewGDmdNfNqQp-g,0,1,0,9
7SO_rX1F6rQEl-5s3wZxgQ,2011-10-03,GxaYFCprt-wyqO--vB4PHQ,4,"After my last review, somewhat scathing regarding the burgers, I got an invite from the management to come down, meet the chef and give him another try.  I thought to myself, ""how nice"", they read my review and they are concerned about the quality of their product.  I think that is admirable.  I did not take them up on the offer, because I don't feel that would be appropriate - I'm interested in doing yelp reviews because I have benefitted from reading the reviews of others, and I want to share my thoughts and feelings too :-) - I'm not looking for freebies.

So, anyway, last friday seemed like a good day to walk over to LGO and see what's shakin.  I grabbed my growler jug (still the best deal around) and the wife, called a friend to join us for a beer and walked on down to the corner.  The evening was a bit on the warm side, but it was quiet and about the normal buzz of busyness for this corner.  It's always kinda crazy and we like to sit on the patio to watch the manic drivers race around trying to find parking.  We went into the store and the wife ordered a grilled-fish sandwich.  I nervously ordered a cheeseburger with fries.  After placing our orders and getting warned that we needed to be around to pick them up, I moseyed over to the bar to get my jug filled with Stella.  Did I mention that this is an awesome deal?  So, we got some glasses and headed out to the patio.  Soon afterward, they called our name and we got our grub.  My wife's fish sandwich was consumed with muffled oooh's and ahhhhs', and she raved about the perfect texture, grilled flavor and delicious, fresh multi-grain bread.  She also raved about the slaw that came with it.  I think she liked this sandwich.  The burger, on the other hand, is still a disappointment.  I ordered it Medium Rare (the only way to order a burger) and kudos to the woman for not warning me about undercooked meats - I'm aware.  really. And I asked for cheese and put it on a hamburger bun.  It came open-faced with a pile of coarsly shredded mild cheddar cheese.  It had the appropriate veggies - lettuce, pickle and tomato, red onion slices and the special sauce.  With a pile of limp matchstick fries on the side, it was a big pile-o-food.  The portion was impressive.  That's about where it ended for me.  The burger was overcooked and the pile of shredded cheese is a bit off-putting.  It's impressive, I'll give 'em that, but a big pile of cold, shredded cheese just doesn't work for me.  The cheese needs to be melted.  A good burger has the cheese melted.  at least some.  Lot's of cheese can be fun, but it overpowers the rest of the flavors and tends to cool the burger quickly.  I scraped off about two-thirds of the cheese - enough to make a cheese crisp if I had a tortilla, and put the burger together.  Flavor was so-so.  After I added some salt and pepper, flavor was just a little better than so-so.  Burger was cooked to med-well, but still juicy.  The veggies were fresh and crispy.  A side of mayo for dipping the fries in is required for me.  I like my fries Belgian style.  The bun was a little dry and on the edge of stale, but not bad enough that I could not eat it still.  Overall, I stand by my original review of the burgers here.  I realize LGO is trying to stand out with a ""different"" presentation, and I applaud the effort, but I think it needs a bit more work to stand out at a time when everybody is doing burgers.  The fries were sub-par, limp and forgettable.  The ambiance, however, is what brings us back.  Sitting on the corner patio, sipping a beer, having a great conversation and watching the show all around me is a great way to wind down on a warm Friday night.  LGO - keep working on the burger, I'll keep coming in, but I think I'll stick with the wings for now.",review,J3I2NClEbD1Xr8lOdjxlqQ,1,2,1,9
N5iW2JG5e-QyUh7brRNSfw,2012-01-05,-_hed9F2kUDdb4oa1CXKIA,5,"I had looked at several invitation websites along with catalogs with no luck in finding just the right balance of wedding colors/design.  Thomas at Alphagraphics helped me every step of the way of designing and printing our wedding invitations and programs.  I knew I wanted a booklet-style, but needed a little design creativity from Alphagraphics which they nailed!  I highly recommend Alphagraphics to anyone needing any print work done - not just wedding invitations.  Thomas and his crew are stellar!!",review,xP3o3-r0KRUnZqBSdIGJjw,0,0,0,9
145SQ_msdQ1yo7J0E63VoA,2011-03-15,VqNdpXrssjJrC0Z_swPUdA,1,"I was really excited about this event, maybe my expectations were too high, because I was really underwhelmed.  Very little shade, ran out of water, by the time I got there at 1pm (other obligations) 20% of the vendors were out of food, and by the time I ate my way through some, everyone else was already out.   60 bucks for that?  I don't think so.  

And when I mentioned it to ""the person in charge"", he was patronizing, invalidating and kept telling me how happy the chefs were.  Well, I'm your consumer, big guy.  

Sorry, Devoured, wish it could have been better. 

What food I did try, was pretty good.",review,ASi6ZgbbwXIwU2H24uANmQ,0,1,0,9
Y-NqaDy_1bb-Y5dQ33x-Pw,2010-07-22,15YFoHK5HPQpg1u_vwbqmA,4,"Sacks is a different kind of sandwich shop. They have some crazy ingredients like varied sauces and mayos, fresh spinach, grilled peppers, and all sorts of other things you don't see at a typical deli. Then they serve it up on a baguette, wrap, or wheat bread for about $6. The specials are particularly diverse and change daily. On the other side of the coin, their website is horrible and occasionally we find some things missing or not quite right, but we chalk that up to charm and whimsy. (We get a weekly Sacks delivery.)

If you want a basic ham and cheese sandwich, you can get that here. If you want a sandwich like their Blue Bayou, which is spicy marinated chicken served with bacon, bleu cheese crumbles, cheddar jack, mushrooms, spinach, and chipotle mayo, all melted down, well, you can get that here too, but only on the days when it's a special. 

From their regular, artist-inspired menu, their Dali is an instant classic take on the egg salad: This one comes with lettuce, bacon, cream cheese, mayo, and tomato, on 12-grain bread. The Encore has prime steak, melted provolone, hot/mild/or mixed peppers, feta yogurt or marinara sauce, lettuce, tomato, and parmesan for $6.30. Seriously, give this place a shot and you won't be disappointed. 

Oh, and every sandwich comes with a lovely cookie. Brilliant.",review,8-2W5CmkDl9vrkxRpkiPRg,1,1,0,9
c0iszTWZwYtO3TgBx0Z0fQ,2008-04-23,7Xmf43U-uyrL6FFtq6OSBA,2,"I feel the Days Inn Tempe is best described as ""a place where you can purchase the right to sleep for awhile."" 

I booked my 10-night stay on Travelocity for a non-smoking room, yet when I entered the room I almost choked. It was disgusting. I've never had a smoking hotel room before and I will make sure I don't again. They said they couldn't move us to a different room.

My local lady friend brought over a bottle of wine but forgot a corkscrew. No big deal, I thought to myself, as the front desk of a hotel will surely have a corkscrew. Nope. Coors Light it is.

The towels felt like they were made of cow tongue, and they missed our wakeup call one morning making me late for a training class that had cost me about $500.

I'm awarding one star in addition to the minimum one-star rating because I got to drink cheap beer by the pool in 90 degree weather for 10 days, and there are a few good places to eat and two dollar stores very nearby. The dollar store had a corkscrew.",review,rVlgz-MGYRPa8UzTYO0RGQ,1,3,1,9
NN2qs5B713vM6BDcMyrg4A,2012-06-14,LFKXrB40LfFd16xtSuy7MA,5,"Hands down the best breakfast I've ever had, anywhere. It definitely feels like home cooked breakfast. I've never been to this place on the weekend when it isn't packed out the door. I'm not the only person that loves this place!",review,aLTl_OkLo0BFRxdz1n6sYA,0,1,0,9
2ceeU8e3nZjaPfGmLwh4kg,2011-08-09,iDujx3HhzFt3mv4KPay6eA,4,"Where do I begin? I love Casey Moore's!

What a great ambiance! The outside patio is where it's at, with tons of seating and misters. Lots of beautiful decorations to stare at while you're waiting for friends to arrive, and the staff as well as fellow patrons are always very friendly.

When I feel like getting in touch with my hippie side I go to Casey Moores, because I can always expect to find someone outside painting a work of art, or photographing the wandering cats (yes, they have cats! they're well-fed and happy). 

It gets pretty busy after 5pm, but the good news is that if you arrive before 5 you can bring your pets and stay all night. I bring my dog in all the time, and she is always met with animal lovers who didn't know they could bring their pets.. so now you know!

The oysters are good, but if you're eating them out on the patio the heat kind of kills that deal for you. I had never tried oysters before going to Casey's but they are surprisingly tasty and comparatively better than other oyster houses.

If you're feeling pretty ballsy, go pee on the Blarney Stone! Every time I go there I wish I was a man so I could do it.",review,px6RIT_CcE2Z1Jd52C8TQQ,2,1,0,9
yJr24Yy1K6bt2G9fX3_zPA,2011-12-10,T6x80EWBNGa6qzfCjSdMEg,5,"I loved this little slice of heaven.  Reasonable prices, tiny dining room, very personal service.  Pablo was laid back, but with only 4 couples in the small establishment, he did a great job of making sure we were taken care of.",review,MZaI_6ffmE_XzjKnM62oFw,0,0,0,9
