business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,bucket
9yKzy9PApeiPPOUJEtnvkg,2011-01-26,fWKvX83p0-ka4JS3dc6E5A,5,"My wife took me here on my birthday for breakfast and it was excellent.  The weather was perfect which made sitting outside overlooking their grounds an absolute pleasure.  Our waitress was excellent and our food arrived quickly on the semi-busy Saturday morning.  It looked like the place fills up pretty quickly so the earlier you get here the better.

Do yourself a favor and get their Bloody Mary.  It was phenomenal and simply the best I've ever had.  I'm pretty sure they only use ingredients from their garden and blend them fresh when you order it.  It was amazing.

While EVERYTHING on the menu looks excellent, I had the white truffle scrambled eggs vegetable skillet and it was tasty and delicious.  It came with 2 pieces of their griddled bread with was amazing and it absolutely made the meal complete.  It was the best ""toast"" I've ever had.

Anyway, I can't wait to go back!",review,rLtl8ZkDX5vH5nAx9C3q5Q,2,5,0,0
8FNO4D3eozpIjj0k3q5Zbg,2008-10-08,MuqugTuR5DdIPcZ2IVP3aQ,3,"DVAP....

You have to go at least once in your life. It really is a neat place with alot of history. 

The service is great, it appears to be family run. 

The food is good. Better then Dennys but not as good as Mimi's. 

I had the all u can eat of beef ribs, lasagna, meat loaf, cat fish, chicken, mashed and diced potatoes, stuffing, rice, homemade apple pie, etc and salad bar. I know I am missing a bunch of stuff they had but you get the drift. 

They run specials on Prime rib and stuff so you might want to call to see what they are serving the night you go.",review,C6IOtaaYdLIT5fWd7ZYIuA,2,4,1,0
umdxfhSlk67yGEi8-S-bEg,2011-11-09,2sG6LKzRz91l10stVHl8uQ,4,"This Place just opened up next to the salon I work in. AMAZING! They hit the ground running, 

It's a deli style, where you order at the counter and they bring you the food. I had the Grayhawk Turkey Club and the turkey was great! No packaged crap here. It was thick sliced and probably rotisserie. For the side I had sweet potato tater tots. DELISH! The have regular fries, sweet fries, tater tots, onion rings, etc. 

Great looking salads, Chicago-style dogs, gourmet burgers and yummy sounding mac and cheese. 

The only thing keeping it from 5 stars is the price. It's great for dinner, but a little steep for a work day lunch.",review,F0dO68TECqEJBhBJ4P0qVA,0,1,0,0
znBnrQNq1FdUt5aIGAbyuQ,2012-06-08,9BJJwIciVG-JPlXetInbXw,4,"One of the spot my coworkers and I go to for lunch. We usually try to get there before 11am (weekdays) to beat the rush from all the Corporate places near the MetroCenter.  

The deli sandwiches are good.  I usually stick to getting the Amy's turkey-O.  If you plan on substituting a side, make sure you tell them because the cashiers don't normally ask and you'll be stuck with chips.  The salad bar here is very decent for the price.  

Don't forget to get ice cream on the way out!",review,wJzMpk54FF2jeENqMBJ24Q,0,2,0,0
c1yGkETheht_1vjda7G5sA,2011-03-28,vwHmBJ5YKbZxNFtmP2KpRQ,4,"The vibe exuding from this place is pure awesomeness. Reminiscent of a trendy hipster coffee joint, this is actually a casual vegan restaurant. 

I am a pescatarian and unless I am eating seafood, I steer clear of meat, even the mock kind usually however once in a while it's delicious... so why try it here at Green I thought. The menu's style is comfort food, which as we all know traditionally is heavy on the meat, sauces, and fat content... so at least if you're going to be bad, you can do it with organic and pure ingredients.


So as I wanted to sample as much of the menu as possible, my lovely friend, her fiance, and I shared a few items:

*Artichoke Gratine: The corn chips were amazing, lightly salted and crisp. The dip was a bit too garlicky and runny for my liking. Ate a few bites of this but could not see myself eating the entire thing solo.

*Spicy Buffalo ""Wings"": first things first... do not let looks dismay you... true it looks gross but they taste legit! The flavor of the buffalo sauce was perfect, although could have been spicier. And the cucumber ranch dipping sauce was perfectly creamy and lightly flavored as to not overpower the ""wings"". This dish is a must try!!

*Vegan Chili Fries: the fries are thin cut and tasty. The chili sauce was good, at first, but I quickly got sick of the flavor. This could be because I was never a huge chili fan even back when I ate meat. Hmm, I think you are better off ordering the thyme fries.

*Crab Puffs: Perfectly crisp with a delicious creamy filling. Another must try!

Lastly my friend's fiance ordered that day's special which was a green chili burrito... delicious and huge. A bit too much rice but besides that a great option. It came with a side, which he ordered the curry pasta salad, mmm.


Green serves bowls, sandwiches, pizzas, salads... next time I am back in the area I will be checking out more of the menu when craving ""meat"" and not my usual tofu, seafood, veggie diet.  

Might I add the service is friendly. Perfect place for a casual friend date.",review,YBVdmm5zlpLpi2_DiKsd2A,0,0,0,0
CrBsdxqOjPdnfsDxV89GJQ,2010-02-17,SmUMyCUNrT9HEo_DXdgUuQ,4,"I have to admit that I find myself thinking that I like mine tall dark and Russian. 

 It's nice to have a coffee shop near by that's not Starbucks, has good coffee and reasonable prices.  So far I just stick with the house brew (which is smooth and not too bitter yet not too sweet) since the fancy coffee drinks usually have many calories that I do not need!  I have tried the blueberry muffin-quite yummy as well as the chocolate chip cookies- delicious.  The cafe is attached to The Great Indoors so you can people watch, browse thru design books or take a leisurely stroll through the design center.  It's a great way to unwind or perk up on your choice of caffeinated beverage.",review,bZFRqP7s0Vszxeu8_IwYow,0,1,0,0
UI5ghIUeHYxzwSfaDVUXOA,2010-07-21,_gh5ddLVeF7xEQVUKJLiVg,4,Friend and I were planning on going to Postino's next door but it was already packed at 5:30 on a Thu... Anyway we tried out Aiello's and were happily surprised. I had the Scallops Venezia and my friend had the veal. Both were very well done and the bread was delicious.,review,w70p852jPyabsc2JEIis4w,0,1,0,0
wl51t6lT7leiX64SlkOx6g,2010-10-30,tCps1BXBR4ZUOF-uTxUBMw,1,"Other than the really great happy hour prices, its hit or miss with this place. More often a miss. :(

The food is less than average, the drinks NOT strong ( at least they are inexpensive) , but the service is truly hit or miss.

I'll pass.",review,WgdgOlb-OIwKxb1p4xWwRA,0,0,0,0
oyzxIqrtzu-8sWlPhJVsLw,2012-07-12,3R_6Havc78W_IWkOhK1Liw,5,"Where to begin?

This is my favorite Mexican food establishment ever. I've been frequenting Carolina's for years and never once have I been disappointed. Some might compare it to Filiberto's or any of those [insert surname here]berto's but this is on a whole different level.

Atmosphere-wise it's one step above a sketchy hole-in-the-wall but the food makes up for everything the appearance of the place lacks. I don't know their secret but their beans, the tortillas, the salsa... it's all to die for. And IT'S. SO. CHEAP. Like, seriously, I'd dish out more money for this food but the fact that it really is that cheap is the icing on the cake. 

It's almost always busy but it's always worth the wait. Always.

If you haven't gone... you're missing out.",review,SlCfUUr1Pa7CzzSxbMH1pw,2,3,2,0
pfTwzep_4hRTX_jXoi38cw,2008-05-27,RqwFPp_qPu-1h87pGBAM8w,5,"Hippies scare me.     So in my preparation to go to this place I ordered Xanax from an on-line Canadian pharmacy, which I have been taking for three days now.  Bought a tazer from Spy Headquarters in case one of them tries to hold me down and pours patchouli oil on me.  The fifth of gin that I slammed in the parking lot really helped with that last bit of extra courage that I needed to partake my journey into hippie-land.

It was all for nothing. No hippies around, just a teenager behind the counter.  This place is tiny and the counters are about at mouth level. I don't know how anyone under 7'6"" could easily eat off of them.  

Anyways for $5 flat, you get a kick ass burger, a school lunch bag half full of well seasoned skin-on fries, and a can of soda.   It's true that the fries could have been a bit more crispy but they tasted so good I got over it real quick.

I'd be afraid to ask what the special ingredient is because they might say ""it's organic, don't panic"".  

Jerry's dead, but this place lives on.  Thanks hippies!",review,sEWeeq41k4ohBz4jS_iGRw,28,28,39,0
