business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,bucket
b5cEoKR8iQliq-yT2_O0LQ,2009-03-06,v0cTd3PNpYCkTyGKSpOfGA,3,"I met a friend for lunch yesterday. 

Loved the water feature and patio walking in, if it had been warmer I would have definitely sat outside. 

Inside was a little dark and I guess it was all the bats around but it reminded me of ""Dusk Till Dawn"". 

We were seated, I hope was hoping for chips and salsa, I guess they don't serve them here? 
We weren't even offered the ones on the menu, which I probably would have declined anyway because chips and salsa should be complimentary. 

Anyhow I ordered the Fresh Snapper Tacos (see pics) 
There is a lot of fish there being smothered by all those peppers, but as for everything else what you see is what you get.

For $15 I would have liked more than a TBSP of each, rice and beans, and a DEFINITELY more than a teaspoon of cheese and sour cream and maybe a lime or lemon. 
There was more garnish on the plate than anything. Other than that it was good. 

My Friend ordered the Green Chile Stew and The Green Chile Mac and Cheese (see pics) She has been here before so knew what she liked. I tasted the macaroni and thought it was pretty good too.

I'll give 3 stars until I go back and try out some other things.",review,UsULgP4bKA8RMzs8dQzcsA,5,6,4,18
-kVXDEqGHOWKxQ3EhvFgVA,2011-01-02,5V9lfjjlY7tkXgkcDUWYyg,4,"This Mexican food is very simple, slightly bland, but fairly fresh. The chicken is chopped up into tofu-looking squares. But I was satisfied with the food, which was fairly healthy Mexican food as Mexican food goes. The staff is quite polite. I met some cool people hanging out there while I sat outside.",review,Ja8SAyDdf1aY-E7vVixJiw,0,0,0,18
AaKlegu7gmOCD4rEESF76Q,2010-04-24,9CXNIZTV9uStuNbvvFS8uw,4,No matter what I order I know it will be tasty. Maizie's have a lot to choose from which can be a little overwhelming for me. I love their wait staff everyone is always friendly. When I am in Maizie's I feel like I am in a neighborhood hang out.,review,uA18GuF_ezOH6tXkrrykbw,0,0,0,18
cBpJIOrVXotDI0XAZH_k0g,2011-08-18,ZXp8gEhfE7BHgRYIgnd3gQ,5,Came here with a large group a while back.  We were there to eat and have a beer before a concert there. It was a weekday so we made it to happy hour. Happy Hour pricing was fair. The food was pretty good. The very best thing there is the beer!  They had like everything on tap! MMMM!,review,O3huqF3nBeWP9Zd6NmCAaQ,1,1,0,18
QGeliKMObpVZ3jP89--ZIg,2011-03-20,SawdMXLYD5ytRmMFvY4nmA,5,"I LOVE Chic Nails!

I used to go to Tip & Toes on 48th street and Ray Road, until one day they were ""too busy"" to take my friend and I in for pedicured. We discovered Chic Nails and have been doing all of our manicures and pedicures there since. 

The staff is extremely friendly and they give the best pedicures for a very reasonable price. I highly recommend this nail salon over any other!

P.S. It is extremely close to CK's Bar & Grill to go for happy hour after! :)",review,QAwWrE6LLbVHNtZOoDdRRw,0,2,0,18
XMRj865sZBPWCI7tx0uBWw,2011-03-04,LfMuF4r-UJFf-ji1pAVlBA,4,"It was as good as everyone says!  And sooo inexpensive...appetizers, entrees, and drinks for 3 people...about 30 bones.  Not to mention the mountain of leftovers we brought home.",review,P4XRTKPDREmWvPIg81CzUQ,0,0,0,18
V3lQtk1LgwAEcF9j-BzchA,2012-10-23,ExhhNpUulh2Yjog-nb6O7A,5,"I'm from Chicago so I'm picky with my pizza--this place does it right (NY style)! I love the ""hole in the wall"" feel. Every customer that walked in was a regular which was a good sign. I ordered the Mozzarella sticks and a large Monster Pie (Sausage, pepperoni, bell peppers, onion and cheese). The mozzarella sticks took a little while to come out but they were cooked to perfection. They also threw in a few garlic knots which was awesome. The pizza was unbelievable--I think the crumbled sausage really did it! They have great deals like large pie & 20 wings for $20 which I definitely will be taking advantage of during football games on Sunday. Glad to have found a new place where I can also be a regular!",review,LZxnr-c-VsG0N4Ef-9iAyg,0,0,0,18
TdNIQQcfslKjkey4-yAlKg,2009-09-24,fQwfcdBJb1tf7JRTRE5EDg,5,Even more great news....on Tuesdays there is a special of 35c per ounce. Not that I needed another incentive...but this is GREAT.,review,0ouMuScWJ3GuNtWEmmsziw,0,2,0,18
3H2ttTM2aSIaZ6FTjHwDQQ,2012-11-29,6wih8fh9hGHRCc4tk6U3ew,5,"I have only gotten the cafe sua da (iced coffee) here but it's the best I have had yet. When you walk in there is always fresh coffee lined up in cups on the counter ready to be mixed with sweetened condensed milk. I don't get to Mesa often but when I do I go here for the wonderful, rich, dark and creamy coffee. This is strong stuff; that first sip is so good. The richness, full flavor, creamy caramel flavors are heavenly.  And as the ice melts, it mellows out the flavor a little and it's still great. I can't say I have had all the cafe sua da in the valley, but what I have had; this is my favorite. 

Next time I come to Mesa for work I will need to come at lunch time so I can try the pho.",review,UhryFhGe1tqdbBzAhdooTQ,0,0,0,18
RqbSeoeqXTwts5pfhw7nJg,2009-04-24,gjtWdiEMMfoOTCfdd3hPmA,4,"Man, if these guys were trying to replicate a gringo bar in Mexico down to every last detail, then they have it absolutely nailed. Sorry to ruin the mystery of the name. The building itself is a spectacle-- a brightly colored fusion of indoors and outdoors with a few different bars, games like the beanbag toss and televised sporting events in every direction, music blaring, a room dedicated to Elvis, and more Chuck Norris jokes than you can count plastered across the walls along with a bevy of posters advertising drink specials. A line of blue footprints painted across the concrete floor leads to the men's room, dollar signs to the ATM... genius stuff, really. It wouldn't have been at all out of place were they to have tried selling surfing monkey statues or trotting out a donkey painted like a zebra for an extra special photo opportunity.

Rumor had it that Dos Gringos had a killer Sunday brunch buffet and Bloody Mary bar, so we showed up at 10:30 AM to find... that they hadn't opened yet. A place that offers brunch but has the balls to wait until after 11 is okay in my book. Ten bucks gets you all-you-can-eat eggs, bacon, chile verde, beans, and a bunch of other stuff to tickle your fancy. There's nothing like sitting out in the sun, feeding a hangover and resuscitating last night's buzz before the clock strikes noon, and it sure beats sitting in traffic when that monstrosity of a church up the street unleashes some Old Testament fury on Alma School Road. Dos Gringos probably gets spring break wild on Friday night, but on Sunday morning, this place was just as tranquil as the doctor ordered.",review,dYtkphUrU7S2_bjif6k2uA,2,3,3,18
h6jfMpTZpNduLG0wE2tbaw,2008-12-21,lG3Y6LPASX8MyqDedIpBGQ,2,"Ate here months ago.  Was excited to finally find a Phoenix sushi venue, and one that also offered brown rice as a sub for sushi dishes (don't quote me on this however, since it has been many months and I may be recalling another venue).  

One item did impress me, and that was the complimentary appetizer that was comprised of tempura'd chips with perhaps a squid salad topping (?)  I should have just ordered another serving of this!  Instead, I tried an Ao Yasai (mixed gourmet greens with ginger) and a sushi roll w/ brown rice, the latter I thought was price-y considering the very small portion given.  I was so unimpressed by its unexciting flavors that I don't even recall what kind of roll I tried!  Pretty sad, I know.  

I told myself I wouldn't go back, but I would like to give Hana another try, perhaps for lunch and/or dinner with a group of friends and have apps and wine/sake!",review,0bNXP9quoJEgyVZu9ipGgQ,5,7,3,18
D1T1jtCfTfXD-cQE3QViow,2012-11-04,kBZdDpYbZCNXdSWXgCSFPg,5,"What a fabulous dining experience! My boyfriend and I are always looking for new places to try and came upon this place on Yelp when our regular Saturday spot decided to no longer be opened for lunch Saturdays. Right upon entering we were greeted by someone behind the register and he sat us down at a booth. The decor was great and the place was spotless. We ordered the Saturday special of Monte Cristo, the potatoes and the biscuits and gravy among other items. The Monte Cristo was perfection and the home made blueberry and strawberry jam was excellent! The potatoes were seasoned to perfection and eggs cooked perfectly. I would definitely recommend this place to anyone and this is now going to be our regular weekend breakfast/brunch place.",review,jHwEOGkgl0yQ-oLWxiCAGg,0,0,0,18
9Y3aQAVITkEJYe5vLZr13w,2012-04-09,X_AT29hdvyK8omBxRsfasQ,5,We started each morning of our vacation at The Breakfast Club.  Everything was so tasty; juices are fresh-squeezed.  Menu has quite a variety and portions are very filling  It gets busy early.  Be sure to give it a try.,review,tVoCVBUg-ubBMLQlX5_SVQ,0,0,0,18
Bc4DoKgrKCtCuN-0O5He3A,2010-07-18,tQ-y8TbqKTvM6WPgqADe4A,5,"This is probably the sweet I crave the most! Salted Butter Caramel! Yummmm! When I cant make it up to Scottsdale, I stop by my local Whole Foods in Chandler and pick up a pint from the freezer section and it is just as good.",review,KSTOdz0lSFCkqBSRNwjERA,0,0,0,18
